id,col,row,Longitude,Latitude,vs30
0,0,0,12.952849255196917,42.858104757609695,467.5203
1,1,0,12.958951427153115,42.85821374450534,730.95325
2,2,0,12.965053633031436,42.85832240640264,691.9854
3,3,0,12.9711558727308,42.85843074329669,482.74753
4,4,0,12.977258146150124,42.8585387551824,478.8653
5,5,0,12.983360453188304,42.85864644205479,463.7569
6,6,0,12.989462793744254,42.858753803909,485.58542
7,7,0,12.995565167716869,42.85886084073996,471.03607
8,8,0,13.001667575005053,42.85896755254287,479.79614
9,9,0,13.007770015507688,42.85907393931268,476.33325
10,10,0,13.013872489123669,42.859180001044535,462.99652
11,11,0,13.019974995751884,42.85928573773359,484.91132
12,12,0,13.026077535291217,42.85939114937497,477.7938
13,13,0,13.032180107640528,42.85949623596375,471.26233
14,14,0,13.038282712698726,42.85960099749512,449.4898
15,15,0,13.044385350364667,42.85970543396432,462.72586
16,16,0,13.050488020537214,42.8598095453664,468.84344
17,17,0,13.056590723115246,42.85991333169673,446.50412
18,18,0,13.062693457997629,42.86001679295043,460.55402
19,19,0,13.068796225083194,42.86011992912277,513.60046
20,20,0,13.074899024270817,42.86022274020887,517.0401
21,21,0,13.08100185545936,42.86032522620416,537.72754
22,22,0,13.087104718547646,42.86042738710388,519.69305
23,23,0,13.093207613434537,42.86052922290328,541.5429
24,24,0,13.099310540018882,42.8606307335977,541.95154
25,25,0,13.105413498199498,42.86073191918244,552.4271
26,26,0,13.11151648787524,42.86083277965279,486.1115
27,27,0,13.117619508944944,42.86093331500423,460.47147
28,28,0,13.12372256130741,42.86103352523202,462.7102
29,29,0,13.129825644861484,42.86113341033155,471.00357
30,30,0,13.135928759506,42.86123297029828,477.08646
31,31,0,13.142031905139753,42.86133220512758,548.7094
32,32,0,13.148135081661566,42.861431114814856,556.6215
33,33,0,13.154238288970262,42.86152969935563,770.52734
34,34,0,13.160341526964642,42.86162795874525,610.8393
35,35,0,13.16644479554351,42.86172589297929,555.0625
36,36,0,13.172548094605686,42.861823502053134,577.6557
37,37,0,13.17865142404994,42.86192078596238,715.9904
38,38,0,13.184754783775086,42.86201774470254,763.16626
39,39,0,13.190858173679926,42.86211437826904,678.1295
40,40,0,13.196961593663232,42.86221068665755,511.57788
41,41,0,13.203065043623807,42.862306669863536,591.3075
42,42,0,13.20916852346043,42.86240232788263,564.16003
43,43,0,13.215272033071866,42.8624976607104,485.54
44,44,0,13.221375572356918,42.86259266834252,641.2704
45,45,0,13.227479141214344,42.862687350774486,685.49976
46,46,0,13.23358273954292,42.862781708002,671.17523
47,47,0,13.239686367241424,42.86287574002076,519.5878
48,48,0,13.245790024208606,42.86296944682635,462.45834
49,49,0,13.251893710343232,42.863062828414535,805.3921
50,50,0,13.257997425544064,42.8631558847809,788.12506
51,51,0,13.264101169709855,42.86324861592127,503.68713
52,52,0,13.270204942739364,42.86334102183131,657.3801
53,53,0,13.276308744531336,42.8634331025068,701.5706
54,54,0,13.282412574984528,42.86352485794335,820.22284
55,55,0,13.288516433997666,42.863616288136974,794.0086
56,56,0,13.294620321469504,42.86370739308328,736.6822
57,57,0,13.30072423729878,42.86379817277813,511.76935
58,58,0,13.306828181384216,42.86388862721733,552.40717
59,59,0,13.312932153624562,42.86397875639673,542.0719
60,60,0,13.319036153918534,42.86406856031213,506.38956
61,61,0,13.325140182164873,42.86415803895943,516.86847
62,62,0,13.331244238262292,42.86424719233447,501.60428
63,63,0,13.337348322109502,42.86433602043319,504.16766
64,64,0,13.34345243360524,42.86442452325144,498.77545
65,65,0,13.349556572648202,42.864512700785205,492.38757
66,66,0,13.355660739137106,42.86460055303037,484.84805
67,67,0,13.361764932970669,42.864688079982905,488.70004
68,68,0,13.367869154047591,42.8647752816388,451.59
